t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,target
9,33,9,33,27,24,25,24,27,24,25,31,32,29,32,23,33,30,8,0,5,0,31,24,31,31,28,31,0,2,31,0,31,0,31,28,31,0,31,31,33,31,25,24,31,24,27,2,27,24,31
20,33,8,2,28,33,27,24,27,23,33,19,0,17,1,30,8,33,29,16,6,16,5,16,6,0,16,6,16,6,16,6,16,5,16,5,16,6,0,4,0,31,0,11,0,10,0,19,33,32,16
12,3,2,27,23,33,20,32,29,26,29,26,33,28,2,7,1,3,0,21,0,4,6,0,8,2,27,4,10,4,10,4,0,4,10,4,10,4,6,0,4,0,4,6,4,6,4,6,16,5,4
27,23,32,33,13,33,22,33,8,2,3,12,0,5,6,16,5,10,4,10,0,13,0,19,33,13,1,17,0,4,0,4,0,4,6,4,6,4,10,4,10,4,0,4,0,4,0,4,10,0,4
16,5,0,3,13,1,30,8,2,28,31,0,10,4,6,16,6,4,10,5,0,12,0,26,29,26,29,26,29,26,33,26,33,26,33,26,29,26,29,33,30,26,33,8,0,7,0,6,0,13,26
6,4,10,4,10,0,17,1,17,0,31,24,25,31,25,24,31,24,25,23,33,31,24,30,32,30,32,30,32,30,32,30,33,30,1,30,33,30,33,30,1,30,32,15,32,20,32,22,32,2,30
0,12,0,5,0,1,19,1,3,1,17,1,1,19,1,21,1,13,1,21,1,13,1,13,1,0,12,0,11,0,10,4,10,0,7,1,17,1,30,32,20,33,32,2,1,3,7,1,0,12,1
33,23,33,8,2,1,13,33,29,23,25,31,28,2,3,13,2,13,1,13,33,13,2,13,0,13,3,13,0,13,33,13,3,13,0,12,0,10,0,10,4,10,5,10,0,7,3,2,28,33,13
15,33,31,0,17,1,0,19,33,15,33,19,1,13,3,1,7,0,3,12,3,7,3,1,13,0,1,0,2,13,5,10,5,6,5,0,5,0,5,0,11,5,10,5,6,5,16,5,6,5,5
19,0,19,1,17,1,30,32,2,1,7,1,21,2,32,29,2,28,2,13,2,13,2,3,12,2,7,2,28,2,1,2,32,33,31,24,27,2,27,24,25,23,29,32,2,0,17,1,30,32,2
16,5,16,5,0,12,13,33,13,2,13,1,13,3,13,3,13,0,13,1,13,1,13,33,13,1,30,1,21,0,1,0,11,0,13,2,28,33,22,33,27,24,31,24,27,2,8,2,7,0,13
0,4,0,3,12,0,2,9,33,9,33,28,31,28,33,31,0,6,0,19,0,31,0,7,0,7,0,0,4,0,7,0,8,0,19,0,1,2,7,1,13,2,28,31,0,4,6,0,8,33,0
18,33,8,32,30,8,30,32,23,33,14,32,23,27,14,33,14,32,14,32,14,32,14,32,14,32,14,33,19,14,32,14,32,22,33,32,2,13,0,21,1,13,2,32,20,32,8,0,12,0,14
32,31,33,22,33,15,33,9,2,13,2,1,3,13,3,0,3,12,3,2,3,0,3,0,8,3,1,3,12,3,1,3,1,17,1,2,9,33,27,33,13,3,13,0,21,1,3,2,7,0,3
31,25,24,31,24,11,0,11,0,11,0,11,0,17,11,0,11,0,11,0,11,0,11,0,11,0,6,16,6,5,10,4,0,2,32,8,2,13,2,0,6,16,6,5,16,6,0,10,5,16,11
16,6,16,5,16,5,0,12,0,21,1,13,2,28,2,27,2,9,33,8,2,13,2,3,2,28,2,8,2,0,2,7,2,7,2,13,0,5,2,27,2,8,33,31,33,28,31,0,31,24,2
32,22,33,32,2,32,33,9,33,30,1,17,1,7,2,9,2,6,5,6,5,6,5,6,4,6,16,6,5,6,16,6,4,6,16,6,4,0,8,32,31,24,31,32,23,33,28,2,13,0,6
2,1,2,27,23,27,24,6,16,6,0,6,16,6,16,6,0,6,16,6,6,4,6,0,6,5,6,16,6,16,6,5,10,0,21,0,3,0,5,10,5,10,0,5,16,6,16,5,6,4,6
24,27,2,13,1,17,0,13,3,2,0,19,33,15,33,20,32,33,27,23,27,33,13,2,9,33,26,18,33,18,32,18,33,30,18,32,18,32,18,32,18,32,18,33,18,32,18,33,23,27,18
31,0,6,0,7,1,7,3,7,0,13,1,21,0,4,10,5,0,31,28,31,18,32,18,32,18,33,18,33,18,32,18,32,18,33,31,18,33,9,18,33,19,1,7,2,28,2,0,10,0,18
17,1,3,0,5,0,11,0,10,4,0,31,32,23,33,18,31,28,31,0,8,31,25,31,24,31,25,31,32,31,28,31,24,31,32,31,25,24,25,24,31,32,2,0,4,0,2,8,30,1,31
8,0,13,0,13,33,28,13,2,13,1,13,0,13,33,13,0,13,0,13,2,13,33,8,2,3,12,0,10,5,0,4,0,1,21,0,13,2,27,2,9,2,7,3,7,0,21,0,3,12,13
14,32,29,26,33,8,0,8,32,18,32,7,2,7,0,7,2,7,2,7,1,7,1,7,3,7,0,7,2,7,0,4,6,4,0,21,0,31,33,20,32,8,2,1,0,1,2,27,2,32,7
1,0,6,16,6,4,10,5,16,5,10,4,6,4,0,4,0,4,0,4,0,4,10,4,10,4,0,4,6,4,0,6,0,8,30,33,8,32,31,32,31,33,27,23,29,33,27,24,31,25,4
21,1,30,33,31,28,31,32,18,32,23,32,20,32,15,32,20,33,13,33,27,23,10,4,10,0,10,5,10,10,5,10,0,31,10,5,10,0,10,0,10,4,10,4,10,4,10,4,0,10,10
20,33,27,24,27,2,1,30,8,0,5,6,4,0,31,32,23,33,32,23,27,2,32,33,14,32,33,14,32,8,12,3,12,3,12,0,12,3,12,0,12,3,12,0,12,3,12,3,12,0,12
30,8,2,8,2,8,33,22,33,9,2,9,33,29,23,27,33,32,30,33,22,32,8,32,15,32,23,33,5,6,5,0,5,6,5,6,5,5,0,5,16,5,10,5,6,5,0,5,10,0,5
5,0,3,7,3,17,1,17,0,17,0,17,1,17,0,17,1,17,0,17,0,17,0,17,0,8,32,14,33,27,2,13,33,32,18,33,23,29,32,33,31,28,31,24,25,24,31,25,24,31,17
22,32,15,33,14,32,30,32,30,8,0,11,0,19,1,13,1,19,1,17,0,13,1,21,1,30,8,32,2,4,10,4,0,4,0,4,6,4,6,4,10,4,0,4,6,4,10,4,6,5,4
27,24,17,1,17,1,17,1,17,0,17,1,17,0,17,0,17,1,17,0,17,0,6,0,10,0,2,3,2,0,31,0,3,12,0,2,13,1,30,1,21,0,3,2,13,2,32,15,33,15,17
16,5,16,5,10,5,0,6,4,6,4,6,5,6,0,2,0,2,1,7,17,1,17,1,17,1,17,1,21,17,1,17,0,17,0,17,0,17,0,1,21,0,11,0,6,5,16,5,6,5,17
8,30,1,30,32,29,23,25,31,28,31,24,27,2,3,0,12,3,13,2,28,33,8,0,7,1,2,1,2,28,2,13,2,27,2,32,2,9,2,7,2,0,2,7,2,28,2,9,33,14,2
32,33,18,32,33,23,29,26,33,29,23,29,32,30,32,20,33,32,8,30,33,26,33,15,8,30,8,33,8,33,18,8,32,8,33,8,33,8,0,8,0,8,32,8,30,33,20,32,22,33,8
26,29,26,33,15,32,2,32,30,1,0,13,3,2,27,33,23,29,26,33,29,23,25,24,11,0,11,0,19,33,11,0,11,0,11,0,11,0,11,0,12,3,11,0,31,28,2,7,0,4,11
12,0,6,16,5,16,6,5,6,4,10,18,32,18,33,18,32,18,32,18,32,18,33,18,32,18,32,18,33,18,33,8,30,33,20,33,8,32,8,2,28,33,13,1,2,1,2,8,30,1,18
4,0,7,3,0,13,0,2,9,33,27,24,27,33,30,1,0,11,0,3,13,0,6,0,8,2,3,7,4,0,4,6,4,6,0,4,10,4,10,4,6,4,10,4,0,3,4,0,8,33,4
20,33,31,33,23,27,23,33,20,32,14,32,33,19,33,14,32,30,16,5,16,5,16,6,16,6,16,5,16,6,16,6,16,6,16,5,16,6,4,0,1,19,0,12,0,13,0,7,0,6,16
3,0,4,2,3,2,13,2,0,2,0,2,0,2,13,2,3,2,27,2,3,2,7,3,2,32,15,32,14,33,18,32,23,25,23,25,23,25,24,25,24,27,2,8,0,17,1,17,0,1,2
3,7,2,7,1,3,0,33,18,33,22,33,32,33,9,33,32,33,20,33,13,33,30,33,29,33,32,14,32,31,0,21,1,3,1,3,7,1,17,0,17,1,7,3,0,11,0,3,7,0,33
22,32,23,33,29,32,8,0,7,0,21,0,21,1,21,0,2,9,2,7,0,2,27,23,27,2,1,9,2,9,33,9,33,9,33,9,33,9,2,9,33,13,1,9,33,9,33,19,33,22,9
23,33,14,33,19,0,10,5,10,0,6,0,5,16,5,21,1,21,1,21,0,21,0,21,0,21,0,21,0,21,1,17,21,0,21,1,3,12,3,0,4,0,13,33,31,32,23,25,31,28,21
15,32,30,33,18,32,14,32,7,3,7,2,7,0,7,2,7,2,7,0,7,0,7,1,7,0,7,1,21,0,8,0,5,0,2,7,1,30,32,22,32,31,25,31,24,25,31,24,27,2,7
13,1,3,0,31,24,31,24,27,23,33,23,10,4,10,10,0,10,4,10,0,10,0,10,0,10,0,10,4,0,10,4,6,0,6,0,10,5,10,0,10,5,10,0,19,1,30,1,21,1,10
13,1,26,29,26,29,26,29,26,33,26,33,23,26,29,26,29,26,33,29,26,33,20,33,26,33,32,23,25,23,25,31,28,2,7,0,12,3,0,8,33,14,33,27,2,8,0,19,0,1,26
17,1,0,3,0,7,0,13,0,19,1,30,1,7,3,13,2,1,17,0,19,29,32,29,33,29,33,20,29,23,29,26,29,32,29,33,29,23,29,32,29,26,29,23,29,26,29,26,29,26,29
1,2,32,2,8,33,32,30,8,30,1,30,32,2,7,3,13,1,19,1,13,1,30,1,3,1,19,33,23,25,23,27,23,27,23,32,23,33,23,29,26,33,23,29,23,25,23,33,15,33,23
18,32,22,33,9,33,26,33,27,24,25,24,27,33,22,32,8,32,20,32,22,33,32,33,32,22,33,32,14,32,2,32,14,32,22,32,29,23,29,23,27,33,23,32,31,24,31,28,2,32,32
33,22,33,8,0,31,24,31,24,31,24,27,2,9,33,23,29,33,18,2,9,2,7,2,32,2,13,2,28,2,0,2,27,2,7,2,28,2,3,0,5,0,6,5,16,5,10,5,6,5,2
29,26,29,23,25,24,25,24,31,32,8,32,14,32,29,32,15,32,20,32,8,30,32,26,33,26,33,26,33,26,29,26,33,26,29,26,33,26,29,26,29,26,33,23,29,33,19,1,3,13,26
18,33,29,26,33,14,32,23,32,23,27,24,25,23,27,23,32,18,32,18,33,18,32,18,32,18,32,18,32,18,33,18,33,18,32,18,32,23,27,2,3,2,28,31,28,2,9,2,3,0,18
3,1,3,2,1,13,1,13,1,2,7,1,7,3,2,8,32,31,28,31,32,18,33,14,32,14,32,1,17,1,13,1,30,33,1,7,1,21,1,21,1,2,1,3,1,19,0,1,17,0,1
26,33,30,1,13,33,31,25,23,29,7,3,7,3,7,2,7,2,7,0,7,0,7,0,7,2,7,0,7,3,7,3,2,0,7,1,3,13,2,1,0,2,28,2,32,22,32,14,33,15,7
20,33,14,32,23,32,30,8,33,31,32,20,32,30,1,19,33,19,0,19,33,19,0,19,1,19,0,19,33,19,33,19,33,19,33,26,29,32,18,33,8,2,3,7,1,13,1,19,0,5,19
28,2,8,2,0,8,33,23,27,23,29,26,33,22,33,27,2,0,8,2,32,29,33,20,33,23,25,23,27,0,19,0,12,0,17,0,17,0,13,0,2,0,10,0,21,0,7,0,13,0,0
22,33,31,33,23,32,29,23,27,2,9,33,29,26,29,32,33,31,33,32,33,25,24,25,23,25,23,25,24,25,23,25,24,25,24,25,24,25,31,25,24,27,2,27,23,32,20,33,31,0,25
5,0,11,0,4,6,0,10,0,5,28,31,28,31,28,33,28,31,28,31,28,2,28,33,28,2,28,31,28,31,25,23,29,26,29,32,18,32,8,30,32,18,33,32,18,32,2,32,2,8,28
3,2,13,1,3,13,2,8,2,13,1,7,1,2,32,15,33,8,33,14,33,1,30,8,1,17,1,17,1,19,33,28,1,30,1,19,1,2,1,0,1,21,1,19,33,13,3,1,13,3,1
5,10,0,12,0,19,33,26,33,30,32,20,33,30,1,30,1,17,18,33,18,33,18,32,18,33,18,32,18,33,18,32,18,33,18,32,18,33,15,33,13,0,21,1,3,7,2,8,2,8,18
17,1,21,1,19,33,20,33,13,3,1,3,7,0,3,13,3,13,0,11,0,8,33,27,33,20,33,8,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,1,21,11
22,33,20,32,20,32,20,32,20,20,33,15,20,32,20,32,20,33,20,32,20,33,9,33,30,1,0,10,5,0,7,2,7,3,0,21,0,3,1,21,0,17,0,12,3,2,0,11,0,31,20
31,32,20,32,23,33,14,33,26,29,23,32,23,33,24,31,24,31,24,27,24,31,24,31,24,31,24,31,24,31,24,25,24,25,31,33,29,33,31,0,6,0,5,0,10,5,16,5,16,6,24
3,7,2,3,2,0,5,16,6,5,6,0,8,32,2,0,25,31,25,31,25,31,25,24,25,31,25,31,25,23,25,24,25,24,25,31,0,2,13,1,17,0,19,0,1,2,28,2,27,2,25
24,31,25,24,27,24,31,32,31,28,31,0,19,1,21,1,30,32,31,33,13,0,13,0,13,2,13,3,13,1,13,0,13,1,13,2,1,13,2,13,1,2,3,0,12,3,2,27,24,25,13
7,0,3,16,6,16,5,16,5,16,5,16,5,0,16,6,16,6,16,5,16,5,16,5,10,5,0,12,3,1,13,2,8,0,10,5,6,16,6,4,0,1,3,0,8,2,28,33,29,26,16
25,23,29,32,8,2,1,19,1,19,33,18,33,14,33,18,32,2,1,2,28,33,30,1,17,1,7,3,7,2,32,7,3,7,0,7,0,7,3,7,1,7,0,7,2,7,0,21,0,1,7
11,0,2,0,17,1,13,33,9,33,22,33,30,8,32,8,32,20,14,33,23,14,32,14,33,14,33,14,32,14,32,14,33,14,32,14,32,14,33,22,32,31,0,3,12,0,5,10,4,0,14
5,0,8,32,31,25,23,33,8,33,8,33,8,32,8,2,8,0,8,2,8,0,8,32,8,0,8,32,23,29,26,33,14,33,13,2,8,32,30,33,26,29,26,33,8,0,10,5,0,8,8
21,1,21,0,6,5,6,16,6,0,6,16,6,4,0,6,16,6,5,6,16,6,16,6,5,6,5,16,6,5,0,4,0,12,0,21,1,2,7,0,13,2,7,0,3,13,33,30,1,13,6
13,1,0,1,0,13,2,8,0,12,3,7,1,17,1,3,13,3,13,29,23,29,23,29,32,29,33,29,26,29,29,26,29,29,26,29,32,29,23,32,30,33,14,33,26,33,13,33,14,33,29
28,2,27,33,32,2,1,17,0,21,1,19,0,13,2,3,3,7,3,2,3,1,3,2,3,7,3,0,5,3,0,3,0,3,12,3,1,3,12,0,21,1,7,0,21,0,21,0,3,2,3
4,0,31,33,9,33,28,31,33,14,33,29,26,29,32,33,29,33,23,27,33,27,24,27,23,27,24,27,24,27,33,27,23,27,24,27,33,27,24,25,31,0,21,1,17,1,0,11,0,10,27
27,23,33,29,26,33,9,2,21,1,21,1,21,1,21,1,19,21,1,21,1,21,1,21,1,21,1,21,1,30,1,3,0,11,0,19,0,5,0,3,13,0,13,1,2,13,0,19,1,19,21
26,33,15,33,13,2,3,7,2,0,11,0,11,0,11,0,11,0,11,0,11,0,13,11,0,11,0,11,0,11,0,7,2,27,23,27,33,15,32,8,30,8,0,11,0,2,8,33,29,32,11
23,27,2,3,0,3,12,3,12,3,13,0,31,28,33,28,33,28,33,28,2,28,2,28,2,28,33,28,31,28,33,28,2,1,21,1,21,1,30,1,30,8,30,1,13,2,8,33,31,33,28
33,26,33,32,2,8,32,2,3,1,0,13,1,3,12,0,10,5,6,5,6,4,10,0,19,33,32,20,33,24,25,24,25,24,27,24,27,24,27,24,27,33,24,31,24,25,24,31,24,31,24
26,29,23,29,23,29,33,28,33,30,1,3,13,2,7,3,12,0,2,3,1,0,31,24,25,23,32,8,32,8,2,8,0,8,33,8,33,8,30,8,32,8,2,8,0,8,32,8,30,33,8
25,23,25,24,27,2,0,11,0,1,3,2,1,30,32,23,29,23,25,24,31,28,2,7,3,16,5,16,5,16,6,16,6,16,6,16,6,16,6,16,5,16,5,16,5,0,21,1,2,0,16
16,5,0,2,1,2,1,21,1,7,3,12,3,0,1,2,8,0,6,0,10,5,0,21,1,19,33,27,2,27,2,27,33,27,24,27,2,27,24,27,33,27,24,27,2,27,24,27,2,27,27
31,0,2,13,33,23,29,23,33,32,29,32,22,33,10,4,10,0,10,0,2,10,4,10,5,10,4,10,0,1,10,4,10,5,16,5,6,4,6,16,6,16,6,0,5,0,4,0,8,30,10
19,0,7,1,21,0,19,1,13,0,31,0,17,0,11,0,17,1,21,1,2,28,31,24,18,32,18,33,18,33,18,33,18,32,18,32,31,18,33,18,33,18,33,18,32,30,33,27,24,25,18
13,33,9,2,1,30,8,33,32,29,33,18,32,18,33,18,33,18,32,18,32,18,32,18,33,18,33,18,32,29,33,9,2,3,12,0,4,0,13,33,18,33,20,32,22,32,8,33,8,32,18
5,16,5,14,32,22,14,32,14,32,14,32,14,32,14,32,14,33,14,33,14,32,14,33,8,0,5,16,6,4,10,5,10,4,0,10,5,6,5,10,0,31,33,13,0,1,7,1,19,33,14
25,31,24,25,5,6,5,6,5,16,5,10,5,16,5,0,5,16,5,10,5,0,5,10,4,0,1,0,1,7,1,17,1,0,11,0,12,0,4,10,5,16,6,16,6,0,8,32,20,32,5
3,0,5,16,5,6,4,0,19,33,27,33,26,29,32,29,23,33,20,3,0,3,7,1,19,3,13,3,7,3,12,3,12,3,7,3,13,2,3,2,7,2,27,24,27,2,32,23,25,24,3
13,3,0,31,32,14,33,23,33,32,29,33,31,0,8,0,8,2,1,30,32,14,33,8,0,2,3,0,5,0,21,0,17,0,19,0,1,0,21,0,19,0,21,0,5,16,0,31,0,2,0
19,1,3,1,13,0,7,3,12,0,11,0,1,30,32,18,32,18,32,22,33,26,29,4,10,4,6,4,0,4,10,4,0,4,0,4,0,4,10,4,6,4,10,5,6,0,17,0,2,9,4
21,0,4,10,0,2,13,0,2,3,13,1,0,13,3,0,17,1,30,8,32,8,2,3,13,33,8,3,1,21,3,7,3,2,3,7,3,12,3,1,3,12,3,12,3,2,3,7,1,17,3
18,32,30,32,18,32,30,33,14,32,2,3,0,5,10,4,10,5,14,32,14,32,18,14,33,14,33,14,32,14,32,31,14,33,14,32,14,33,26,33,22,32,20,33,31,33,28,2,3,7,14
21,1,2,1,30,1,3,12,3,0,12,3,7,1,17,0,13,0,5,6,4,6,16,5,6,4,10,0,1,31,32,31,32,31,28,31,33,31,32,31,33,31,24,31,33,31,0,31,0,7,31
15,33,17,1,17,0,12,17,0,17,1,17,0,17,0,17,0,17,0,17,0,17,0,31,33,22,33,14,32,2,32,30,33,30,32,18,32,2,13,2,0,11,0,8,32,20,33,26,29,32,17
17,0,7,1,0,31,0,21,1,13,3,1,30,8,30,1,19,1,17,0,19,33,22,30,8,33,30,1,30,33,30,33,30,8,30,1,30,32,30,1,30,33,30,1,7,2,7,3,13,2,30
18,33,30,8,30,32,29,26,29,32,15,33,31,25,23,25,31,32,30,8,30,33,27,2,8,32,20,32,20,32,20,32,20,33,20,32,20,20,32,20,33,20,32,20,33,20,33,8,30,1,20
23,25,24,25,24,31,24,31,6,5,6,16,6,6,0,6,16,6,4,10,6,0,6,5,6,0,6,4,0,1,19,33,9,2,13,0,11,0,7,0,19,0,3,12,0,17,1,19,1,2,6
2,3,2,1,2,3,2,7,2,13,1,2,27,2,8,33,30,1,13,1,13,33,13,1,13,0,13,1,13,33,13,1,13,2,13,33,13,2,13,0,6,16,5,0,3,0,11,0,10,4,13
4,0,6,5,16,5,10,5,10,5,16,6,0,6,4,10,0,13,0,13,0,13,3,13,33,13,0,13,3,13,3,13,0,13,33,13,3,7,3,7,3,12,0,7,0,1,19,1,21,1,13
17,1,3,0,3,12,3,1,13,33,29,23,29,33,18,33,32,29,33,26,33,10,4,10,4,10,5,10,0,10,5,10,5,10,5,10,4,10,4,10,4,0,3,7,3,12,3,2,3,0,10
20,33,32,33,9,33,9,33,20,33,22,29,32,29,32,29,32,29,33,31,29,26,29,33,18,29,33,29,33,29,33,14,33,28,33,27,33,13,1,0,4,0,17,1,30,33,18,32,8,0,29
24,31,25,31,25,24,26,33,26,33,19,26,33,26,29,33,26,33,26,29,26,33,26,29,26,33,28,33,29,23,32,31,0,12,3,2,8,32,22,33,28,33,28,2,1,13,33,13,1,3,26
32,18,33,29,3,13,3,13,3,2,3,2,3,2,3,7,3,2,3,1,3,2,28,33,15,32,23,29,26,33,29,26,33,18,32,31,24,31,24,31,28,33,32,33,31,28,33,20,33,19,3
29,23,27,24,27,33,22,32,14,33,20,33,30,33,30,1,17,0,30,1,30,1,30,8,30,33,30,1,30,33,30,33,19,1,21,0,31,32,30,32,2,7,1,30,32,14,33,15,33,20,30
29,23,8,33,8,30,8,2,8,33,8,33,8,2,8,0,8,33,8,2,8,32,20,33,19,1,19,33,22,33,31,28,31,25,23,32,33,29,23,32,31,24,31,28,31,33,14,33,13,0,8
33,9,2,0,17,1,18,33,18,33,18,32,18,33,18,33,18,32,18,32,20,18,33,18,33,18,33,27,24,31,0,8,30,1,0,19,0,8,32,20,33,29,23,33,26,29,32,14,33,31,18
26,33,30,8,33,13,3,0,2,0,7,2,13,1,17,0,12,3,8,32,18,8,2,8,33,8,33,8,32,8,2,8,2,8,32,8,0,8,2,27,23,27,33,32,30,32,31,0,6,5,8
15,32,23,16,5,16,5,16,5,16,6,16,6,16,6,16,6,16,5,16,6,16,6,0,10,5,0,12,3,13,0,1,19,0,2,0,12,0,17,0,6,0,11,0,31,25,23,29,32,23,16
16,5,0,17,1,0,4,10,4,6,5,10,5,16,9,33,9,2,28,9,33,9,33,9,2,9,33,9,2,9,33,9,2,0,12,0,13,1,17,0,19,33,19,0,7,2,0,3,2,7,9
30,32,2,27,24,31,25,23,29,33,29,23,33,26,29,32,18,33,28,31,28,31,25,24,27,24,31,33,30,8,29,23,29,32,29,23,29,32,29,26,29,23,29,26,29,32,29,32,29,26,29
21,1,0,1,19,0,12,0,31,0,4,10,4,0,19,0,8,32,33,8,2,8,0,12,8,33,8,32,8,30,8,0,8,30,8,33,23,25,23,25,23,25,23,33,9,33,29,23,25,31,8
0,12,3,12,0,17,0,12,0,5,10,0,2,7,1,28,31,28,33,28,33,28,31,28,31,28,33,28,2,28,2,28,28,31,0,8,33,9,2,27,2,32,20,32,18,33,9,2,3,0,28
21,1,7,3,12,0,19,33,27,2,0,2,28,31,24,27,23,32,30,1,7,0,13,3,0,21,1,3,12,23,25,23,29,23,27,23,27,23,25,23,33,23,33,23,33,26,23,27,23,29,23
1,7,1,2,27,24,25,31,24,27,23,29,26,33,27,33,13,3,0,10,4,10,0,10,4,10,0,10,0,10,5,10,5,10,0,10,4,10,5,10,0,7,3,13,2,8,2,1,0,5,10
29,32,22,32,15,32,20,33,29,33,15,32,15,32,15,33,15,32,15,33,15,33,15,33,15,33,15,33,15,33,20,32,30,1,21,1,0,19,1,30,1,30,8,0,2,32,14,33,27,2,15
27,23,27,23,33,30,8,2,8,33,29,26,33,11,0,11,0,13,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,7,3,12,3,1,0,12,0,12,3,1,19,33,27,23,29,11
30,33,19,0,5,0,5,6,0,1,0,6,4,6,4,6,4,6,0,5,10,5,6,5,10,5,6,16,5,6,4,5,0,7,5,16,5,5,6,5,6,5,10,4,10,5,6,4,10,5,5
17,0,31,25,30,1,21,30,33,30,1,30,1,30,32,30,1,30,32,30,1,30,33,30,8,33,26,33,22,32,30,1,21,0,13,1,13,2,3,0,11,0,5,0,5,10,5,6,16,5,30
0,5,10,4,10,0,19,0,19,1,3,13,2,28,2,9,2,0,19,33,23,3,13,3,2,3,0,3,12,0,3,0,3,0,3,7,3,0,11,3,0,31,28,31,28,2,9,2,8,0,3
15,33,18,32,15,32,18,33,31,0,2,28,33,19,33,27,23,33,18,32,18,33,9,2,3,13,1,17,12,0,12,3,12,3,12,3,12,3,12,0,12,3,12,3,12,3,12,0,13,1,12
4,6,16,5,6,5,6,4,10,0,17,0,2,1,0,11,0,7,0,7,0,12,3,6,16,6,5,6,0,6,5,16,6,0,6,5,6,0,6,0,6,16,5,16,6,4,0,3,7,3,6
12,3,12,3,12,3,2,13,33,27,24,31,32,23,25,23,27,24,31,25,23,25,23,29,32,8,33,8,2,8,0,19,8,2,8,2,8,0,8,33,8,2,8,0,8,0,8,33,22,33,8
25,31,0,5,10,0,5,0,2,7,2,32,8,0,2,28,2,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,4,6,11,0,11,0,13,33,22,33,18,32,15,32,15,32,2,11
14,32,19,0,19,33,19,33,19,0,19,33,19,33,19,33,27,19,0,19,0,19,33,23,27,2,28,31,33,9,33,22,33,9,33,8,2,7,0,10,4,10,4,10,5,10,5,16,5,10,19
0,12,3,1,13,2,27,24,3,7,3,0,3,12,3,13,3,12,3,2,3,1,19,0,3,1,3,12,3,13,0,7,0,11,0,2,1,0,13,3,0,5,10,0,5,6,16,6,4,10,3
19,33,32,14,32,29,23,30,1,30,8,30,1,30,1,30,32,30,32,30,1,30,1,30,32,30,33,22,32,8,32,2,13,0,12,3,0,13,2,3,12,0,11,0,5,10,5,0,4,10,30
23,33,23,29,23,27,23,32,33,27,23,25,31,24,25,31,25,24,31,25,31,0,21,1,7,3,13,0,11,0,31,25,31,24,31,0,31,33,31,28,31,24,31,32,30,31,25,24,31,25,31
10,5,16,6,32,2,32,31,32,20,32,2,32,29,32,20,32,8,32,31,32,14,32,20,33,20,33,32,15,32,22,33,26,29,23,29,32,15,32,33,22,32,22,32,14,32,29,32,23,27,32
32,29,32,8,0,17,1,0,13,2,8,0,12,3,2,9,33,31,32,18,32,14,33,30,1,2,32,22,32,2,1,13,2,32,2,13,2,13,2,9,2,1,2,27,2,9,2,0,4,10,2
18,32,8,0,19,1,30,1,7,2,8,33,30,13,33,13,1,13,1,13,3,13,3,13,2,13,33,13,0,13,0,13,3,1,30,33,18,32,23,27,23,27,23,25,23,25,24,27,33,14,13
8,32,31,33,29,32,29,33,29,33,29,26,29,23,29,23,29,33,29,26,29,23,29,23,29,33,32,18,33,23,25,24,25,31,33,13,2,28,31,24,27,2,0,13,3,1,21,1,19,33,29
6,4,6,16,6,0,12,3,12,3,12,0,13,1,30,1,30,1,0,1,7,1,1,0,1,19,1,17,1,17,1,3,1,2,9,33,9,33,9,33,14,32,31,28,33,26,33,8,0,8,1
27,24,19,1,19,33,19,1,19,33,19,1,3,19,1,19,33,19,0,19,0,6,5,10,4,6,4,10,5,10,5,10,0,19,1,21,0,17,1,7,3,7,1,3,1,17,0,19,1,30,19
8,33,30,8,0,21,0,21,0,7,2,1,2,28,33,31,32,8,2,8,0,7,0,6,0,1,0,6,0,17,1,0,7,0,3,0,13,2,0,7,1,17,0,11,0,7,1,2,7,1,0
19,0,31,25,24,31,25,23,25,23,29,33,8,33,20,33,31,32,33,9,2,32,15,32,18,32,30,33,30,21,1,21,1,21,21,0,21,0,21,1,21,0,21,0,21,0,21,0,21,1,21
30,32,23,33,28,33,23,25,24,14,33,14,32,14,32,14,32,14,33,14,33,14,33,14,32,14,32,14,33,14,33,14,32,31,0,5,10,0,2,13,0,17,0,8,32,18,32,30,1,0,14
10,4,10,0,6,0,10,0,21,0,17,1,13,2,10,5,10,5,10,0,10,5,10,4,10,0,10,5,10,5,10,0,10,5,6,0,7,0,2,28,33,28,31,32,14,32,18,32,31,33,10
14,33,18,33,15,32,2,8,30,33,32,33,29,32,20,33,3,0,5,3,0,3,13,2,3,0,3,0,3,7,3,1,3,0,3,0,3,1,7,0,12,0,8,2,1,2,0,4,6,4,3
5,10,4,6,5,16,5,10,5,16,6,16,6,5,6,16,6,0,17,0,10,0,0,31,0,19,0,6,0,1,0,17,0,7,0,5,0,7,0,3,0,11,0,17,0,19,1,21,0,10,0
